year,title,inventor_estimates,location_estimates
1883,Eugenics,"['Francis Galton', 'Charles Darwin', 'Third', 'Mendel', 'Fourth']","['British', 'Greek', 'Secand']"
4354,Heat and Temperature,"['Stefan', 'Ludwig Eduard Boltzmann', 'Stefan Boltzmann', 'Boltzmann', 'Stefan Svante August Arrhenius', 'Arrhenius', 'Arrhenius Arrhenius']","['Austrian', 'Swedish']"
4354,Sugar Structure,"['Hoff', 'Emil Hermann Fischer', 'Fischer']","['German', 'Franklin']"
4354,Cocaine,"['Sigmund Freud', 'Carl Koller', 'Freud', 'Koller']","['Cocaine', 'Peru', 'Bolivia', 'Austrian']"
4354,Bacterial Staining,['Hans Christian Joachim Gram'],['Danish']
4354,Steam Turbine,"['Turbines', 'Charles Algernon Parsons']",['British']
4354,Linotype,['Ottmar Mergenthaler'],['American']
4354,Fountain Pen,['Lewis Edson Waterman'],['American']
4354,Rabies,"['Pasteur', 'Pasteur Joseph Meister', 'Albrecht Kossel', 'Emil Fischer', 'Much', 'Kossel']","['Miescher', 'German']"
4354,Praseodymium and Neodymium,"['Carl Auer', 'Freiherr']","['Didymium', 'Greek', 'Austrian']"
4354,Welsbach Mantle,['Von'],[]
4354,Transformer,['William Stanley'],['American']
4354,Automobile,['Carl Friedrich Benz'],['German']
1886,Fingerprints,['Galton'],['Galton']
1886,Aluminum,"['Napoléon I11', 'Charles Martin Hall', 'Hall', 'Davy', 'Aluminum']","['Aluminum', 'American', 'French']"
1886,Germanium,"['Clemens Alexander Winkler', 'Mendeleyev']","['German', 'Germany', 'Neptune']"
1886,Fluorine,"['Henri Moissan', 'Mendeleyev']",['French']
1886,Dysprosium,['Lecog'],['Greek']
1886,Canal Rays,['Kanalstrahlen'],"['Goldstein', 'German', 'Martian']"
1886,Raoult’s Law,"['Raoult', 'Arrhenius']",['French']
1887,Nitrogen,"['Hermann Hellriegel', 'Edward Williams Morley']","['German', 'American']"
1887,Photoelectric Effect,"['Heinrich Rudolph Hertz', 'Hertz']","['German', 'Maxwell']"
1887,Mach Number,"['Ernst Mach', 'Mach', 'Thunder']","['Austrian', 'Mach']"
1888,Rubber Tire,"['John Boyd Dunlop', 'Dunlop']",['British']
1888,Radio Waves,"['Hertz', 'Hertz Sure', 'Hertz Hertz', 'Hertz Le Chatelier', 'Again', 'Gibbs']","['Hertzian', 'French', 'Guldberg', 'Waage']"
1888,Chromosome,['Heinrich Wilhelm Gottfried'],['German']
1888,Greenland Ice Cap,['Fridtjof Nansen'],"['Norwegian', 'Greenland', 'Greenland Greenland']"
1889,Home Photography,"['George Eastman', 'Eastman', 'Eastman Rochester']","['Photography', 'American', 'Kodak']"
1889,Neuron Theory,"['Camillo Golgi', 'Santiago Ramoén', 'Golgi', 'Ramon', 'Cajal']","['Italian', 'Greek', 'Spanish', 'Cajal']"
1889,Tetanus,['Shibasaburo Kita'],"['Japan', 'Japanese', 'Japanese Germany', 'Koch']"
1889,Axiomatics,['Giuseppe Peano'],"['Lobachevsky', 'Boole', 'Italian', 'Georne']"
1889,Energy of Activation,['Arrhenius'],[]
1889,Spectroscopic Binaries,"['Herschel', 'Edward Charles Pickering', 'Mizar', 'Antonia Caetana Maury', 'Beta Aurigae', 'Hermann Karl Vogel']","['American', 'German']"
1889,Mercury’s Rotation,"['Mercury', 'Mars', 'Schiaparelli', 'Mercury Schiaparelli']",['Schiaparelli']
1889,Cordite,"['Frederick Augustus Abel', 'James Dewar', 'Cordite']","['English', 'British']"
1890,Motion Pictures,['Edison'],['Eastman']
1890,Antitoxin,"['Emil Adolf', 'Behring']","['Greek', 'German']"
1890,Java Man,"['Marie Eugene Francois Thomas Dubois', 'Java', 'Dubois']","['Neanderthal', 'Dutch', 'Asia', 'Africa', 'Indonesian', 'Dutch Dubois', 'Java']"
1890,Spectroheliograph,['George Ellery Hale'],['American']
1891,Surgical Gloves,['William Stewart Halsted'],['American']
1891,Asteroid Photography,"['Maximilian Franz Joseph Cornelius Wolf', 'Wolf', 'Brucia']","['Piazzi', 'German', 'Earth']"
1891,Gravitational and Inertial Mass,"['Newton', 'George Johnstone Stoney']","['Newton', 'Hungarian', 'Roland', 'Irish']"
1891,Carborundum,"['Graphite', 'Le Chatelier', 'Edward Goodrich Acheson', 'Silicon', 'Silicon Acheson']",['American']
1892,Gliders,"['Cayley', 'Otto Lilienthal']",['German']
1892,Amalthea,"['Galileo', 'Saturn', 'Edward Emerson Barnard', 'Hall', 'Mars', 'Jupiter', 'Jupiter Jupiter', 'Jupiter Barnard', 'Jupiter V', 'Camille Flammarion', 'Amalthea']","['Jupiter', 'Jovian', 'American', 'French']"
1892,Light Pressure,['Pyotr Nikolayevich Lebedev'],['Russian']
1892,Fitzgerald Contraction,['George Francis'],[]
1893,Dewar Flask,['Dewar'],"['Heat', 'Dewar']"
1893,Psychoanalysis,['Breuer'],['Freud']
1893,Cattle Fever,['Smith'],"['American', 'Texas']"
1893,Wavelengths and Temperature,"['Wilhelm Wien', 'Stefan', 'Wien']",['German']
1894,Alternating Current,"['Tesla', 'Charles Proteus Steinmetz', 'Steinmetz', 'Arctic Ocean Nansen']","['American', 'Greenland', 'Fram']"
1894,Argon,"['Prout', 'Prout John William Strutt', 'Lord Rayleigh', 'Rayleigh', 'Whereas', 'Nitrogen', 'Rayleigh William Ramsay']","['British', 'British Cavendish']"
1895,aAver,"['Ramsay', 'Cavendish', 'Ramsay Rayleigh', 'Wilhelm Conrad Roentgen', 'Marie', 'Pierre Curie', 'Planck', 'Albert Einstein', 'Einstein', 'Einstein Ernest Rutherford', 'Leo Szilard', 'Harlow Shapley', 'Milky Way Galaxy', 'Edwin Powell Hubble', 'Einstein Willem', 'Sitter', 'Lemaitre', 'Guglielmo Marconi', 'Wilhelm Conrad Réntgen', 'Radiation', 'Rontgen', 'Réntgen', 'Rontgen Copernicus']","['Greek', 'Universe', 'England', 'Newfoundland', 'Crookes', 'German']"
1895,Cathode Ray Particles,"['Crooke', 'Hertz', 'Hertz Philipp Eduard Anton Lenard', 'Lenard']","['German', 'French']"
1895,Velocity and Mass,"['Hendrik Antoon Lorentz', 'Helium', 'Argon', 'Rayleigh', 'Chlorine', 'Ramsay', 'Ramsay Ramsay', 'Janssen', 'Janssen Ramsay']","['Dutch', 'Lorentz', 'Lorentz Ramsay', 'America', 'Earth']"
1895,Magnetism and Heat,['Curie'],"['Curie', 'Latin']"
1896,Radio Antennas,"['Hertz', 'Hertz Branly', 'Oliver Joseph Lodge', 'Aleksandr Stepanovich Popov', 'Guglielmo Marconi']","['British', 'French', 'British Morse', 'Russian', 'Italian']"
1896,Uranium Radiations,"['Becquerel', 'Becquerel Becquerel']","['Rontgen', 'French']"
1896,Dietary Deficiency Diseases,"['Christiaan Eijkman', 'Eijkman', 'Eijkman Eijkman', 'Eijkman Lind']","['Dutch', 'Pasteur']"
1896,Light and Magnetism,"['Maxwell', 'Hertz', 'Maxwell Arrhenius', 'Lorentz', 'Pieter Zeeman', 'Lorentz Zeeman']","['Lorentz', 'Dutch']"
1896,Ferments and Enzymes,"['Kuhne', 'Eduard Buchner', 'Buchner']",['German']
200,Acoustics,"['Wallace Clement Ware Sabine', 'Sabine', 'Sabine Subatomic Particle', 'Perrin', 'Joseph John Thomson', 'Thomson', 'Thomson Thomson', 'Uranium', 'Marie Sklodowska Curie', 'Pierre Curie']","['American', 'British', 'Stoney', 'French']"
200,Alpha Rays and Beta Rays,"['Ernest Rutherford', 'Nickel', 'Paul Sabatier', 'Sabatier', 'Sabatier Sabatier']","['British', 'Greek', 'French']"
200,Mosquitoes and Malaria,"['Smith', 'Ronald Ross', 'Ross', 'Karl Ferdinand Braun', 'Braun']","['British', 'Laveran', 'German']"
200,Large Refracting Telescope,"['Galileo', 'Clark', 'Sirius', 'Newton']",[]
1898,Diesel Engine,['Diesel'],"['Otto', 'German', 'Diesel', 'Diesel Diesel']"
1898,Polonium and Radium,"['Marie', 'Pierre Curie', 'Marie Curie', 'Marie Curie Marie Curie']",['Becquerel']
1898,"Neon, Krypton, and Xenon","['Ramsay', 'Morris William Travers', 'William Hampson']","['Polonium', 'British', 'British Ramsay', 'Greek']"
1898,Liquid Hydrogen,"['Carl Paul Gottfried', 'Linde']",['German']
1898,Phoebe,"['William Henry Pickering', 'Phoebe', 'Saturn']","['American', 'Saturn', 'Saturn Cronos', 'Greek']"
1898,Eros,"['Earth', 'Venus', 'Mars', 'Jupiter', 'Gustav Witt', 'Mars Earth', 'Venus Witt', 'Mars Mars', 'Earth Venus', 'Eros']","['Kepler', 'German', 'Venus', 'Greek']"
1898,Filtrable Virus,"['Pasteur', 'Dmitri', 'Ivanovsky', 'Ivanovsky Martinus Willem Beijerinck']","['Russian', 'Dutch', 'Latin']"
1898,Mitochondria,['Carl Benda'],"['German', 'Greek']"
1898,Epinephrine,"['Thomas Addison', 'Addison', 'Edward Albert', 'John Jacob Abel', 'Jokichi Takamine']","['Latin', 'British', 'American', 'Greek', 'Japanese', 'United States']"
1898,Submarine,"['Ships', 'Jacobszoon Drebbel', 'David Bushnell', 'Simon Lake']","['Dutch', 'American', 'British', 'American Norfolk', 'Virginia', 'New York']"
1898,Actinium,[],"['French', 'Curies', 'Greek', 'Greek Latin']"
1898,Logic and Geometry,"['David Hilbert', 'Again', 'Hilbert']","['German', 'Geometry']"
1900,Solid Hydrogen,[],['Dewar']
1900,Quanta,"['Kirchhoff', 'Rayleigh', 'Rayleigh Wien', 'Max Karl Ernst Ludwig Planck', 'Planck', 'Planck Planck']","['Wien', 'German']"
1900,Mass Increase,['Lorentz'],['Lorentz']
1900,Beta Particles,['Becquerel'],['Becquerel']
1900,Gamma Rays,"['Paul Ulrich Villard', 'Becquerel']","['French', 'Greek']"
1900,Radon,"['Friedrich Ernst Dorn', 'Curie']",['German']
1900,Atomic Change,"['Crookes', 'Becquerel']",['Crookes']
1900,Electron Emission,"['Edison', 'Owen Willans Richardson']",['British']
1900,Mutations,"['Hugo Marie De Vries', 'Mendel', 'Unknown', 'De Vries', 'Karl Erich Correns', 'Erich Tschermak', 'Mendel Mendel']","['American', 'Netherlands', 'Dutch', 'German', 'Austrian', 'Mendel']"
1900,Blood Types,"['Karl Landsteiner', 'Clumped', 'Landsteiner']","['European', 'Austrian', 'Plasma', 'B']"
1900,Yellow Fever,"['Walter Reed', 'Ross', 'Jesse William Lazear', 'Yellow']","['Yellow', 'New York', 'United States', 'American', 'American Cuba', 'Cuba']"
1900,Dreams,"['Dreams', 'Dreams Dreams']","['Freud', 'Dreams']"
1900,Tryptophan,"['Frederick Gowland Hopkins', 'Francois Magendie', 'Hopkins']","['British', 'Greek', 'French']"
1900,Free Radicals,"['Moses Gomberg', 'Gomberg', 'Gomberg Ferdinand Adolf', 'Heinrich']","['Organic', 'American', 'Otto', 'German', 'Zeppelin']"
1900,Knossos,"['Crete', 'Crete Minos', 'Arthur John Evans', 'Evans']","['Greek', 'Crete', 'Greece', 'British', 'Greece Knossos', 'Crete Minos']"
1900,Radioactive Energy,"['Pierre Curie', 'Curie']",[]
1900,Radio,['Marconi'],"['England', 'Newfoundland']"
1900,Europium,[],"['French', 'Europe']"
1902,Grignard Reagents,"['Victor Grignard', 'Grignard']","['French', 'Zinc', 'Frankland', 'Sabatier']"
1902,Chromosomes and Inheritance,"['Mother', 'Mendel', 'De Vries', 'Walter Stanborough Sutton']","['Mendel', 'Beneden', 'American']"
1902,Secretin,"['Ivan Petrovich Pavlov', 'Ernest Henry Starling', 'William Maddock Bayliss', 'Bayliss']","['Russian', 'British', 'Greek', 'Abel']"
1902,Animal Inheritance,"['Mendel', 'William Bateson', 'Mendel Bateson']","['British', 'Mendelian', 'English']"
1902,Anaphylactic Shock,"['Charles Robert Richet', 'Behring', 'Richet', 'Richet Serum']","['French', 'Greek', 'food—and']"
1902,Sutures,"['Alexis Carrel', 'Carrel']",['French']
1902,Radioactive Series,['Frederick Soddy'],"['Crooke', 'English']"
1902,Photoelectric Effect and Electrons,"['Hertz', 'Lenard', 'Marconi', 'Earth', 'Arthur Edwin Kennelly', 'Oliver Heaviside']","['England', 'Newfoundland', 'American', 'British']"
1902,Stratosphere,['Bort'],"['French', 'Bort', 'Earth', 'Greek']"
1902,Symbolic Logic and Mathematics,"['Gottlob Frege', 'Boole', 'Frege', 'William Russell', 'Frege Frege']","['German', 'British', 'Frege']"
1903,Uktramicroscope,"['Thomas Graham', 'Graham', 'John Tyndall', 'Richard Adolf Zsigmondy', 'Zsigmondy']","['Greek', 'Irish', 'German']"
1903,Airplane,"['Lilienthal', 'Zeppelin', 'Pierpont Langley', 'Orville Wright']","['American', 'Orville', 'Wilbur', 'North Carolina']"
1903,Space Flight,['Konstantin Eduardovich Tsiolkovsky'],['Russian']
1904,Electrocardiogram,"['Galvani', 'Willem Einthoven', 'Einthoven']","['Dutch', 'German']"
1904,Electronic Rectifier,['John Ambrose Fleming'],"['British', 'United States']"
1904,Atomic Structure,['Thomson'],[]
1904,Coenzyme,"['Buchner', 'Arthur Harden', 'Harden', 'Harden Harden']",['British']
1904,Organic Tracers,"['Franz Knoop', 'Knoop', 'Knoop Fatty', 'Knoop Knoop', 'Ideally']",['German']
1904,Novocaine,[],[]
1904,Star Streams,"['Halley', 'Jacobus Cornelis Kapteyn', 'Milky Way Galaxy']",['Dutch']
1905,Jupiter's Outer Satellites,"['Charles Dillon Perrine', 'Jupiter', 'Jupiter VI', 'Jupiter VII']","['American', 'Himalia', 'Elara', 'Greek']"
1905,Special Relativity,"['Albert Einstein', 'Michelson', 'Morley', 'Einstein', 'Einstein Maxwell', 'Newton', 'Einstein Einstein', 'Einstein Einstein Einstein', 'Lavoisier', 'Helmholtz', 'Pierre Curie']","['Lorentz', 'Newton', 'Newton Newton', 'Einsteinian']"
1905,Photoelectric Effect and Quanta,"['Einstein', 'Einstein Einstein', 'Newton', 'Huygens']","['Lenard', 'Planck']"
1905,Brownian Motion and Atomic Size,"['Brown', 'Einstein', 'Einstein Einstein']","['Brownian', 'Swedish']"
1905,Color and Stellar Luminosity,"['Ejnar Hertzsprung', 'Hertzsprung']",['Danish']
1905,Planetesimal Hypothesis,"['Laplace', 'Jupiter', 'Thomas Chrowder Chamberlin', 'Forest Ray Moulton', 'Chamberlin']",['American']
1905,Metabolic Intermediates,"['Harden', 'Harden Harden']",['Harden']
1905,Hormones,[],[]
1905,Linkage of Characteristics,"['Mendel', 'Sutton', 'Mendel Bateson']",[]
1905,High Pressure,['Percy Williams Bridgman'],['American']
1905,Intelligence Quotient,"['Alfred Binet', 'Binet']","['French', 'Paris']"
1905,Radio Waves and Sound,['Reginald Aubrey Fessenden'],"['Radio', 'American', 'Massachusetts']"
1905,Triode,"['Lee De Forest', 'Radio', 'Fessenden']",['American']
1905,Trojan Asteroids,"['Wolf', 'Wolf Jupiter', 'Jupiter', 'Wolf Achilles', 'Homer', 'Iliad']","['Lagrange', 'Witt', 'Trojan']"
1905,Alpha Particles,"['Later Rutherford', 'Rutherford', 'Characteristic X Rays', 'Charles Glover Barkla', 'Barkla']","['German', 'British']"
1905,Third Law of Thermodynamics,"['Dewar', 'Walther Hermann Nernst', 'Nernst']",['German']
1905,Vitamin Concept,"['Eijkman', 'Hopkins']",[]
1905,Magnesium and Chlorophyll,"['Pelletier', 'Richard Willstatter', 'Willstatter']",['German']
1905,Chromatography,"['Mikhail Semenovich Tsvett', 'Tsvett', 'Chromatography']","['Russian', 'Greek']"
1907,Radioactivity and Earth,"['Clarence Edward Dutton', 'Earth', 'Earth Dutton', 'Atomic Change', 'Radioactive Series', 'Bertram Borden Boltwood', 'Hutton', 'Earth Boltwood']",['American']
1907,Lutetium,['Georges Urbain'],"['French', 'Roman', 'Paris']"
1907,Synthetic Peptides,['Fischer'],['Greek']
1907,Chemotherapy,"['Paul Ehrlich', 'Ehrlich', 'Trypan', 'Trypan Ehrlich']","['German', 'Flemming']"
1907,Fruit Flies,"['Mendel', 'Bateson', 'Thomas Hunt Morgan', 'Drosophila', 'Morgan']",['American']
1907,Tissue Culture,['Ross Granville Harrison'],['American']
1908,Conditioned Response,"['Thus', 'Einstein', 'Einstein Hermann Minkowski', 'Tinze']","['Pavlov', 'German', 'Space']"
1908,Atomic Size,"['Einstein', 'Perrin', 'Einrrin', 'Atoms']","['Brownian', 'Brownian Pe']"
1908,Liquid Helium,"['Dewar', 'Heike Kamerlingh Onnes', 'Kamerlingh Onnes']",['Dutch']
1908,Geiger Counter,[],"['Rutherford', 'Geiger']"
1908,Sunspots and Magnetism,"['Hale', 'Earth']",[]
1908,Rickettsia,"['Howard Taylor Ricketts', 'Rocky Mountain']",['American']
1908,Assembly Line,"['Henry Ford', 'Ford']",['American']
1908,Haber Process,"['Hellriegel', 'Great Britain', 'Fritz Haber', 'Syphilis Ehrlich', 'Ehrlich', 'Ehrlich Syphilis', 'Arsphenamine']","['Nitrogen', 'Germany', 'British', 'Chilean', 'Germany Germany', 'German', 'German Germany', 'England', 'France']"
1908,Typhus,['Nicolle'],"['Typhus', 'Tunis', 'French']"
1908,Ribose,"['Kossel', 'Phoebus Aaron Theodore Levene']",['American']
1908,Genes,['Wilhelm Ludvig Johannsen'],"['Thanks', 'Morgan', 'Danish']"
1908,Tungsten Wire,"['Edison', 'William David Coolidge', 'Light']",['American']
1908,Bakelite,"['Leo Hendrik Baekeland', 'Baekeland', 'Babkelite', 'Bakelite']","['Hyatt', 'American']"
1908,Mohorovicic Discontinuity,['Andrija'],['Croatian']
1910,North Pole,"['Robert Edwin', 'Peary Land', 'Alexander Henson', 'Peary', 'Frederick Albert Cook']","['Northwest', 'American', 'Greenland', 'Greenland Greenland']"
1910,Neon Lights,"['Georges Claude', 'De Vries', 'Morgan']","['Erench', 'Ychromosome']"
1911,Mathematics and Logic,"['Alfred North Whitehead', 'Principia Mathematica']",['British']
1911,Nuclear Atom,['Rutherford'],[]
1911,Cloud Chamber,"['Charles Thomson Rees Wilson', 'Wilson', 'Wilson Wilson']","['Becquerel', 'Scottish']"
1911,Electron Charge,"['Thomson', 'Raobert Andrews Millikan', 'Millikan', 'Millikan Millikan']",['American']
1911,Cosmic Rays,"['Victor Franz Hess', 'Millikan', 'Hess']",['Austrian']
1911,Superconductivity,['Kamerlingh'],['Onnes']
1911,Chromosome Maps,"['Morgan', 'Morgan Alfred Henry Sturtevant']",['American']
1911,Tumor Virus,"['Francis Peyton Rous', 'Rous']","['Cancer', 'American']"
1911,Earthquakes and Faults,['Harry Fielding Reid'],['American']
1911,Seaplanes,"['Glenn Hammond Curtiss', 'Albany']","['American', 'United States', 'New York']"
1912,South Pole,"['Roald Amundsen', 'Robert Falcon Scott', 'Amundsen', 'Charles Franklin Kettering']","['Peary', 'Norwegian', 'North America', 'British', 'American']"
1912,Cepheid Variables,"['Cepheus', 'Henrietta Swan Leavitt', 'Milky Way', 'Leavitt', 'Cepheid']","['American', 'Cepheid']"
1912,Nebular Velocities,"['Vesto Melvin Slipher', 'Earth', 'Slipher']",['American']
1912,Continental Drift,"['Africa', 'Alfred Lothar Wegener', 'Africa Pangaea', 'Pangaeca', 'Wegener']","['South America', 'South America German', 'South America Greek', 'Panthalassa', 'Greek']"
1912,X-Ray Diffraction,"['Barkla', 'Max Theodor Felix', 'Laue']",['German']
1912,Neon Varieties,"['Goldberg', 'Thomson']",['Thomson']
1912,Dipole Moments,"['Peter Joseph William Debye', 'Debye', 'Casimir Funk', 'Funk', 'Latin']","['Dutch', 'Hopkins']"
1913,Coal Hydrogenation,[],['Germa']
1913,Isotopes,"['Frederick Soddy', 'Kasimir Fajans', 'Soddy', 'Soddy Soddy']","['British', 'Polish', 'Greek']"
1913,Lead Isotopes,"['Soddy', 'William Richards', 'Richards']",['American']
1913,Quantized Atom,"['Rutherford', 'Niels Henrik David Bohr', 'Kirchhoff', 'Johann Jakob Balmer', 'Bohr', 'Bohr Bohr']","['Danish', 'Swiss']"
1913,Coolidge Tube,"['Whereas', 'Light Bulbs', 'Hot']","['Coolidge', 'American']"
1913,Stark Effect,"['Johannes Stark', 'Stark']",['German']
1913,Magellanic Cloud Distances,"['Leavitt', 'Milky Way Galaxy']",['Cepheids']
1914,Ozonosphere,"['Charles Fabry', 'Elmer Verner McCollum', 'McCollum', 'Lind', 'Leonor Michaelis', 'Maud Lenora Menten', 'Archibald Vivian Hill', 'Otto Meyerhof', 'Hill', 'Meyerhof']","['Earth', 'French', 'American', 'German', 'British', 'German Greek']"
1914,Atomic Number,"['Laue', 'Barkla', 'Henry Gwyn Jeffreys Moseley', 'Mendeleyey', 'Moseley', 'Moseley Moseley']",['British']
1914,X-Ray Wavelength,"['Laue', 'William Henry Bragg', 'William Lawrence Bragg', 'Crystals Thirty', 'Arrhenius', 'Sodium', 'James Chadwick']","['British', 'English']"
1914,Proton,"['Thomson', 'Rutherford', 'Rutherford Prout']",['Greek']
1914,Main Sequence,"['Hertzsprung', 'Henry Norris Russell', 'Russell', 'Russell Hertzsprung']",['American']
1914,White Dwarfs,"['Clark', 'Sirius', 'Walter Sydney Adams', 'Sirius Sirius', 'Sirius Rutherford', 'Sirius Sirius B', 'Sirius Sirius Jupiter IX', 'Jupiter', 'Jupiter VI', 'Jupiter VII', 'Philibert Jacques Melotte', 'Jupiter VIII', 'Jupiter Jupiter VIII', 'Jupiter Seth Barnes Nicholson', 'Jupiter IX', 'Jupiter Jupiter VIII Jupiter IX']","['Sirius', 'Bessel', 'Sirius American', 'French', 'American', 'Sinope']"
1914,Acetylcholine,['Henry Hallett Dale'],['British']
1914,Earth’s Mantle and Core,"['Beno Gutenberg', 'Earthquake', 'Gutenberg']",['American']
1915,Behaviorism,"['John Broadus Watson', 'Pavlov', 'Watson']","['Freudian', 'Dreams', 'American']"
1915,Pellagra,"['Pellagra', 'Funk', 'Joseph Goldberger', 'Goldberger', 'Pellagra Goldberger']",['American']
1915,Thyroxine,['Edward Calvin Kendall'],['American']
1915,Bacteriophages,"['Frederick William Twort', 'Felix', 'D', 'Hérelle']","['British', 'Greek']"
1916,Elliptical Electron Orbits,"['Bohr', 'Bohr Sommerfeld', 'Einstein', 'Bohr Physi', 'William Draper Harkins']","['Bohr', 'German', 'American']"
1916,General Relativity,"['Einstein', 'Einstein Newton', 'Einstein Leverrier', 'Einstein Third', 'Einstein Earth']","['Newtonian', 'Mercury', 'Vulcan', 'Newtonian Universe', 'Germany']"
1916,Black Holes,"['Einstein', 'Karl Schwarzschild', 'Schwarzschild']","['German', 'Laplace']"
1916,Electrons and Chemical Bonds,"['Moseley', 'Richard Wilhelm Heinrich Abegg', 'Gilbert Newton Lewis', 'Lewis', 'Nevil Vincent Sidgwick']","['Barkla', 'German', 'American', 'Langmuir', 'English']"
1917,Superheterodyne Receiver,['Edwin Howard Armstrong'],['American']
1917,Expanding Universe,"['Einstein', 'Willem', 'Einstein Sitter']","['Greeks', 'Dutch']"
1917,Microcrystalline Diffraction,"['Peter Joseph William Debye', 'Albert Wallace Hull']",['American']
1917,100-Inch Telescope,['Mount Wilson'],"['Pasadena', 'California']"
1917,Protactinium,"['Once Soddy', 'Otto Hahn', 'Lise Meitner', 'Moseley']","['German', 'Austrian']"
1917,Sonar,"['Pierre', 'Paul Langevin', 'Langevin', 'Langevin Langevin', 'Sonar', 'Sonar Milky Way', 'Herschel', 'John', 'Milky Way', 'Leavitt', 'Harlow Shapley', 'Shapley', 'Shapley Copernicus', 'Milky Way Shapley', 'Galaxy']","['Curie', 'French', 'German', 'Herschel', 'Herschel Sagittarius', 'American', 'Sagittarius', 'Galaxy', 'System', 'Galaxy Earth']"
1917,Spectral Classes,"['Pietro Angelo Secchi', 'Annie Jump Cannon', 'Sirius', 'Al', 'Rigel', 'Proxima Centauri M5']","['Italian', 'American', 'B', 'F', 'G', 'K', 'Arcturus']"
1917,Radioactive Tracers,"['Knoop', 'Georg Karl', 'Hevesy', 'Suppose', 'Hevesy Hevesy']",['Hungarianborn']
1917,Organizer,"['Hans Spemann', 'Spemann', 'Spemann Spemann']","['German', 'Spemann']"
1917,Mass Spectrometer,"['Thomson', 'Soon', 'Soddy', 'Could', 'Thomson Francis William Aston', 'Thomson Aston', 'Aston', 'Aston Aston']",['British']
1917,Nuclear Reaction,"['Rutherford', 'Rutherford Rutherford', 'Rutherford Lewis']",['Rutherford']
1917,Gravitational Deflection of,"['Light Einstein', 'Arthur Stanley Eddington', 'Einstein', 'Brazil']","['London', 'Guinea', 'West Africa', 'Einstein']"
1920,Bee Communication,"['Pavlov', 'Karl', 'Frisch']",['German']
1920,Stellar Diameter,['Michelson'],['New York Times']
1920,Novas in Andromeda,"['Shapley', 'Curtis', 'Kant', 'Shapley Curtis']","['Galaxy', 'American', 'Curtis', 'Galaxy Andromeda', 'Shapley']"
1920,Hidalgo,"['Walter Baade', 'Hidalgo', 'Saturn']",['German']
1920,Dendrochronology,"['Andrew Ellicott Douglass', 'Douglass']","['Arizona', 'American', 'Greek', 'Native American']"
1920,Climatic Cycles,"['Earth', 'Milutin Milankovich', 'Great Summer', 'Great Au', 'Grear Winter', 'Milankovich']","['Weather', 'Yugoslavian', 'Earth', 'Great']"
1920,Anemia,"['George Hoyt Whipple', 'Whipple']","['Anemia', 'Greek', 'American']"
1920,Air Masses,"['Vilhelm Friman Koren Bjerknes', 'Jacob Aall Bonnevie Bjerknes']","['Norway', 'Europe']"
1920,Insulin,"['Frederick Grant Banting', 'Charles Herbert Best', 'Best', 'Banting']","['Latin', 'Canadian']"
1920,Vagusstoffe,"['Otto Loewi', 'Loewi', 'Loewi Dale', 'Loewi Vagusstoffe']","['American', 'Vagusstoffe', 'German']"
1920,Rickets,"['McCollum', 'Vitamin C', 'Edward Mellanby']",['British']
1920,Glutathione,[],"['Hopkins', 'Tryptophan']"
1920,Magnetrons,['Albert Wallace Hull'],['American']
1920,Tetraethyl Lead,['Thomas Midgley'],['American']
1920,Introvert and Extrovert,"['Alfred Adler', 'Carl Gustav Jung']","['Freud', 'Dreams', 'Austrian', 'Swiss']"
1922,Rorschach Test,"['Psychoanalysis', 'Hermann Rorschach']",['Swiss']
1922,Sumeria,"['Leonard Woolley', 'Euphrates River', 'Sumeria', 'Woolley']","['Greek', 'Biblical', 'Babylonian', 'Assyrian', 'English', 'Ur', 'Genesis', 'Sumeria', 'Iraq', 'Earth', 'Sumeria Gilgamesh', 'Noah']"
1922,Tutankhamen'’s Tomb,"['Egypt', 'George Edward Stanhope Molyneux Herbert', 'Earl', 'Howard Carter', 'Lord Carnarvon', 'Tutankhamen', 'Carter', 'Vitamin E', 'Herbert McLean Evans']","['Egyptian', 'Tutankhamen', 'Tutankhamen British', 'Carnarvon', 'Tutankhamen Egyptian', 'Egyptian American']"
1922,Growth Hormone,[],[]
1922,Lysozyme,"['Alexander Fleming', 'Ivanovich Oparin']","['Scottish', 'Pasteur', 'Russian']"
1922,Nerve Fibers,"['Joseph Erlanger', 'Herbert Spencer Gasser', 'Braun', 'Sitter', 'Einstein', 'Sitter Alexander Alexandrovich Friedmann', 'Particles Einstein', 'Arthur Holly Compton', 'Compton', 'Compton Compton', 'Increasingly', 'Broglie', 'Broglie Broglie', 'Arrhenius', 'Xray', 'Debye', 'Debye Erich Huckel', 'Arrhenius Johannes Nicolaus Bronsted']","['Universe', 'Russian', 'American', 'French', 'Broglie', 'German', 'Danish']"
1922,Coenzyme Structure,"['Harden', 'Hans Karl', 'Harden Harden']",['German']
1922,Cepheids in Andromeda,"['Curtis', 'Shapley', 'Edwin Powell Hubble', 'Hubble']","['American', 'Cepheids', 'Leavitt']"
1922,Hafnium,"['Dirk Coster', 'Hevesy', 'Coster', 'Hafnium']","['Hevesy', 'Dutch', 'Latin']"
1924,Ultracentrifuge,['Svedberg'],"['Swedish', 'Svedberg']"
